blockNumber,timeStamp,hash,nonce,blockHash,sender,contractAddress,receiver,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations,date,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,last_updated,value_usd
3940066,2017-06-27 23:39:58,0xd1ebdca12733669abf11db0917ca4115f2b9fbfe9ea8934ea844915cf79e064e,137,0x4f3e4a662b9731114f1e58093d6c0dcdc2564ba712d6c169a13841c578e5f0d8,0x5b098b00621eda6a96b7a476220661ad265f083f,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xff84140cedeee480b804d211b48a2a6d68ba5941,1e-18,CRYPTOPUNKS,Ͼ,0,3,177648,50000000000,47648,123219,deprecated,17669366,2017-06-27,,,,,,,
3940275,2017-06-28 00:42:11,0xd0ec83e7fbf9e96e0c18bd59b945c988b81a0666f19203e697d52840e1cef667,71,0x3a61ae2b1fddab055c831177f274ea2b299d1f026aa5aaf009c50c5c8367dc3b,0x0b30fd3a500608413837bb025c2018933130f9db,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x7174039818a41e1ae40fdcfa3e293b0f41592af2,1e-18,CRYPTOPUNKS,Ͼ,0,30,128227,21000000000,83227,917387,deprecated,17669157,2017-06-28,,,,,,,
3940381,2017-06-28 01:13:41,0x9c19f2b07f88195a015dccc28a7909e5445de635f905e362d725b6d8c3484579,17,0xdfad4db213f8af499485afa54dbd1408b03ec06ef589b64f279f072a4f9ba6d2,0x585f98cf291f081405412edafcf471d19003ca9c,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x7174039818a41e1ae40fdcfa3e293b0f41592af2,1e-18,CRYPTOPUNKS,Ͼ,0,10,142907,40000000000,97907,465527,deprecated,17669051,2017-06-28,,,,,,,
3940437,2017-06-28 01:30:44,0xfc4e2707f6ad27be20b6939cf8440ca6287bbac10090900fc604b0bfa5234b70,18,0x5b3514f6759cc490f8d340e68c262b9776db73ee72f16b6e5f4f1b438554ea33,0x585f98cf291f081405412edafcf471d19003ca9c,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x7174039818a41e1ae40fdcfa3e293b0f41592af2,1e-18,CRYPTOPUNKS,Ͼ,0,16,127907,40000000000,82907,579088,deprecated,17668995,2017-06-28,,,,,,,
3940641,2017-06-28 02:30:14,0xd63bd916f9913088f0dc6f757dc46167323e4dd7039459bf4ff274c40c0f717d,45,0x42da54bf44743f39e1bc81ec009fcad09855a68d54acdec8225a711859720e81,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,1e-18,CRYPTOPUNKS,Ͼ,0,30,243419,50000000000,98419,1231146,deprecated,17668791,2017-06-28,,,,,,,
3940937,2017-06-28 03:48:00,0xca854d8ec42425c6fddf74fbfe5f6fc3650c6c2d498ba416a0a01a1aaad4cdf5,73,0x43f0ba603565263357060947192835f3a913d8cb668554cf6a1ba07e6bd8c8da,0x515a82d6bed3fd76ca65ba505482545bf1dfcca1,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x10f7db07d18dce271e77e75327f84a67c44eba89,1e-18,CRYPTOPUNKS,Ͼ,0,14,142907,21000000000,97907,950774,deprecated,17668495,2017-06-28,,,,,,,
3940967,2017-06-28 03:58:04,0x518a84df3b64afe9f2c374b554982b6805471ead63db9318efce47af57b18a6a,161,0x84d831eb404297bb2bbc34b787ae3b88fec771280060a3a115fc9cd55e223a69,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xff84140cedeee480b804d211b48a2a6d68ba5941,1e-18,CRYPTOPUNKS,Ͼ,0,21,177648,50000000000,47648,754824,deprecated,17668465,2017-06-28,,,,,,,
3941073,2017-06-28 04:25:28,0x79e1904a174ae3fad6e054d2a660b455dad31c593e40a8ce62c301f9e91e147d,233,0x825eb181e697b31c28ed4b40f94213f65ebc82c0de4cacd35ce223a5ba85cb3e,0x515a82d6bed3fd76ca65ba505482545bf1dfcca1,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x5b098b00621eda6a96b7a476220661ad265f083f,1e-18,CRYPTOPUNKS,Ͼ,0,8,200000,4000000000,47648,947865,deprecated,17668359,2017-06-28,,,,,,,
3941074,2017-06-28 04:25:31,0x41bebefdf2319ef5778be630ae7f199df3e1e1b2ce6b9bc304d40ecb5b5d5011,234,0xc8b8b54d1e11442e823a6ea85cb4595499a35a35316873504026a22f3538d474,0x515a82d6bed3fd76ca65ba505482545bf1dfcca1,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x5b098b00621eda6a96b7a476220661ad265f083f,1e-18,CRYPTOPUNKS,Ͼ,0,3,200000,4000000000,47648,157046,deprecated,17668358,2017-06-28,,,,,,,
3941102,2017-06-28 04:31:06,0x334a4b16fd5fa32249592af2cc2186f794bae012cb8ee1a3c66a65fff7067057,235,0x0e791ed15c3f04cd6433872a04edfd350182975527774aaaf188a71a66a0a724,0x515a82d6bed3fd76ca65ba505482545bf1dfcca1,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x5b098b00621eda6a96b7a476220661ad265f083f,1e-18,CRYPTOPUNKS,Ͼ,0,69,200000,4000000000,47648,4083192,deprecated,17668330,2017-06-28,,,,,,,
3941148,2017-06-28 04:43:27,0x2fe05b55c80835c89b647f7eef571bb6123fdbdf14f97fca8be6264026799d48,237,0xd5d6f4021b7d982cc27d1e2143df90a402010500232f2c7347cef13bcdfe8dfb,0x5b098b00621eda6a96b7a476220661ad265f083f,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x7760e0243ca9baa630412865df7b39afba42ff0f,1e-18,CRYPTOPUNKS,Ͼ,0,76,200000,4000000000,112971,4526233,deprecated,17668284,2017-06-28,,,,,,,
3941185,2017-06-28 04:55:13,0x3565d9756bffcb6f2d512b8879161ab956358aab40891c8257e71e32a689065a,238,0x42b1da1fa295aa17796c5ee22dfa772cb0639591c487798773ff79cd897b9723,0x5b098b00621eda6a96b7a476220661ad265f083f,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xff84140cedeee480b804d211b48a2a6d68ba5941,1e-18,CRYPTOPUNKS,Ͼ,0,35,200000,4000000000,82971,2903371,deprecated,17668247,2017-06-28,,,,,,,
3942600,2017-06-28 11:56:20,0x30b8fb3d7537c3f51bb09c9f9872709af23fa3127b09291ceb251394d8a6cf5f,74,0x55be3d580b198142f0aa764e369d639addba3de3900a000255305593741ee833,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,62,93178,35082752902,47648,3300910,deprecated,17666832,2017-06-28,,,,,,,
3942664,2017-06-28 12:14:13,0xba11fd837ee4d9a0ea8102984d8987a665ab02df69c4878567ab36c435388e1c,75,0x9ebb9217b69cfffd67fa19a2456e6a9d6c5fc2e52b82d0a5789e6fabfd87e43e,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,74,93178,35082752902,47648,4421732,deprecated,17666768,2017-06-28,,,,,,,
3942676,2017-06-28 12:17:13,0x7ab0821657d8ee4afa210896fcdd8fef9e85b0aa5619b8c6451910bc547e8bb4,76,0x4074ca41bd6ab6fcdacb1984f9a186346e873824e20990deba5a3634287f3303,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,42,93178,35082752902,47648,2294057,deprecated,17666756,2017-06-28,,,,,,,
3942687,2017-06-28 12:19:54,0x4866d1c1cbccbaebca2f47233b5d83229ec36671f508179fc141c1b2b0d2b5f4,78,0x9591cd7d3941d7c999d6e67d5306419150d548d94595d8de56c513bb1baba6c6,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,36,93178,35082752902,47648,2774235,deprecated,17666745,2017-06-28,,,,,,,
3942804,2017-06-28 12:54:49,0x3c8404cb1ce3f308be0510bd718f20dfd17476acb90b555daef5313e458b1a75,48,0x117b015c79193eec73783c05a3ecf91d5bbad9a3157b35b188b23c7cb0419440,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,35,228419,50000000000,83419,2123773,deprecated,17666628,2017-06-28,,,,,,,
3943179,2017-06-28 14:45:28,0x26fdda9e0d24b6f18a917d52d9f1fc6ae5c75d866d1e8085da40deeb8dbe56c6,51,0x750dca23f676d907735358226a6c7f46ff1f3010dbd624c937d5173d8a903115,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1e-18,CRYPTOPUNKS,Ͼ,0,111,243419,50000000000,98419,3364345,deprecated,17666253,2017-06-28,,,,,,,
3943310,2017-06-28 15:27:06,0x99cc97107a568e9dc8a2cdd63d76d12261ed72c30d1f54e43535cee04a09ef7e,54,0x02056f5f8ac7c0d83ecf69e8311cf8719bc6fb23a4a96593e7b59c6ebffb8552,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x4b674e70f6b36801d3bca071628cd6759dd3d039,1e-18,CRYPTOPUNKS,Ͼ,0,48,159644,50000000000,59643,2539556,deprecated,17666122,2017-06-28,,,,,,,
3943416,2017-06-28 15:56:43,0xe76894036535de55d978b26c99b00b5f1d08b4cc5c2a232dcefbebd5251032f5,26,0xb33fac903c1d4aeb4dfa3b6ca079a1656b667d4e4b784bd464ece4f0c7b2c34f,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,44,44644,28000000000,44643,1015648,deprecated,17666016,2017-06-28,,,,,,,
3943418,2017-06-28 15:57:50,0x210320e9710db0bec3888a1e984a442bc37e750f154b9a07b0bbbd8e521bbb63,27,0x85fe161a230cfaf4e70e9da677cc46c01ae2827533b15e8ee960b1b467a34e57,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,14,44644,28000000000,44643,358605,deprecated,17666014,2017-06-28,,,,,,,
3943418,2017-06-28 15:57:50,0x9cb9d921c1e5bebe341fc0ab043baba04c5a8df6175d990e3b72d4811bd829d4,28,0x85fe161a230cfaf4e70e9da677cc46c01ae2827533b15e8ee960b1b467a34e57,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,31,44644,28000000000,44643,741193,deprecated,17666014,2017-06-28,,,,,,,
3943418,2017-06-28 15:57:50,0xd6159448c33f4ac725e4f53d9315f94e7fbd514ff92347af18eb51f1c061e10d,29,0x85fe161a230cfaf4e70e9da677cc46c01ae2827533b15e8ee960b1b467a34e57,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,35,44644,28000000000,44643,848836,deprecated,17666014,2017-06-28,,,,,,,
3943420,2017-06-28 15:58:05,0xa516632fe1689c2806bdb60cd6119306c698b014e9c4e8a8b345680d87a7ed2d,30,0x05751fa7c937171b630e325742a41f2a1353bb547aee275a8307bd3c4976e238,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,11,44644,28000000000,44643,789724,deprecated,17666012,2017-06-28,,,,,,,
3943423,2017-06-28 15:58:45,0xe161970f8bc43bff320a83b0ae8330e3ee10867be5c2909448749ea9e06e7efe,31,0xb162d751825bd3f36d393fff3d0723dad38d41a30030e8cf2bb3cb64f7d8393c,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,80,44644,28000000000,44643,3391168,deprecated,17666009,2017-06-28,,,,,,,
3943423,2017-06-28 15:58:45,0x9851855399275b91c1549eddaba1023bfc8ca6b3525eb2d9598faff5b9063494,32,0xb162d751825bd3f36d393fff3d0723dad38d41a30030e8cf2bb3cb64f7d8393c,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,101,44644,28000000000,44643,4688734,deprecated,17666009,2017-06-28,,,,,,,
3943436,2017-06-28 16:03:14,0x4a7faf713f4f118ae833772f177e2b0ded57ddc221540c8060f90e7cb6bc7023,33,0xb696b2a4829a79713b99696cc59a18b3c7bf2cfd1ac21a66448a5d017071b32d,0x45055cb39b6e8c1b8e877a2a8179d78a3539e31a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,7,44643,31000000000,29643,201960,deprecated,17665996,2017-06-28,,,,,,,
3943454,2017-06-28 16:09:39,0x81bcfca03c9faf222c41e4895b0955b5304a189eda9c1266f5031665889f4842,80,0x24ddb08b01cdd60dcc3411523241e87d9aa0552e392a16bbcfa94a30c616fac0,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,116,44644,31000000000,44643,4653406,deprecated,17665978,2017-06-28,,,,,,,
3943457,2017-06-28 16:11:06,0x390b89c4ae4b21a35b7252c45c1b000e906107e868587ba26317fb90ec9b90de,81,0x57114cb50d2ce32b26ac39504b3a7e452cb067229eb21b5779ab4dbad3317db2,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,42,44644,31000000000,44643,926643,deprecated,17665975,2017-06-28,,,,,,,
3943466,2017-06-28 16:12:44,0xf72c7f999c721b909d355f612d1d2a9cac34a8ab8192b2382661f9ac42764711,82,0xf202ea842a3c1e9c01c73e26d3d94f103da59b5bfa204bea3f93366a52bb26ee,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,1,44644,31000000000,44643,67611,deprecated,17665966,2017-06-28,,,,,,,
3943474,2017-06-28 16:15:37,0xd6021c2cc626e2592f17f32d58c044503fcf5fef7d12e2b0c2531f8cf8735298,83,0x368dc69006afe0cdfc761d41e56622641c1a0970ed52cd8185f3e7e6f54a6281,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,14,44644,31000000000,44643,1388025,deprecated,17665958,2017-06-28,,,,,,,
3943476,2017-06-28 16:16:07,0x159e2efabce10e67c2d9cdcf4764f96daf94668ef2605466863d8fd1893cb914,84,0xb09b4e10149db3c17c5d13dd45ee80a647ec69c30914f552810667c0d0465d52,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,35,44644,31000000000,44643,2089868,deprecated,17665956,2017-06-28,,,,,,,
3943476,2017-06-28 16:16:07,0x4ebd334545eb53f372889fe750c1762da7438941a1a59af9e561b7456f971d13,85,0xb09b4e10149db3c17c5d13dd45ee80a647ec69c30914f552810667c0d0465d52,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,60,44644,31000000000,44643,3656147,deprecated,17665956,2017-06-28,,,,,,,
3943476,2017-06-28 16:16:07,0x33b16f59efa85a94462dbabf9e1599e4307b54b35af0d9eed9f5988d0ebb0a5c,86,0xb09b4e10149db3c17c5d13dd45ee80a647ec69c30914f552810667c0d0465d52,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,73,44644,31000000000,44643,4555448,deprecated,17665956,2017-06-28,,,,,,,
3943478,2017-06-28 16:16:29,0xf6092dd1c3efcefd5c2781f8496ed98277798b7e75e45d355386f138f4336feb,87,0xfbdf301dd892fbf2200f7862a5db38fffae0286430b74b218597a7c8001a6d5b,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,37,44644,31000000000,44643,2449254,deprecated,17665954,2017-06-28,,,,,,,
3943483,2017-06-28 16:17:26,0x13a75e96d13adb92fc67d3bfd533ebeced1f916243ae884f53956bf326c1e880,88,0x5dd090da5ec2203b37b4bc6ec5cd935a0ae9fba7320fb460814bb7eacec0d2b0,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,30,44644,31000000000,44643,679899,deprecated,17665949,2017-06-28,,,,,,,
3943484,2017-06-28 16:17:33,0xd7b3799804ea2b767486092b489c5e7f8dc4834195e9b220e9bbffe65f751c89,89,0x6fa1104d69d6bded5f21d53863e6a4eb9d6d3d1c012e822cc4c430e7a72fcdd0,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,33,44644,31000000000,44643,2724507,deprecated,17665948,2017-06-28,,,,,,,
3943486,2017-06-28 16:18:25,0xa3fcded869ca5a74b411080f918a04376c03cd6ccf58a55e05c7c78112c58a68,90,0x37fb365a78202881d74907412a80fefbba75969b78d25ba9efe495a779815284,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,49,44644,31000000000,44643,4110673,deprecated,17665946,2017-06-28,,,,,,,
3943487,2017-06-28 16:18:34,0xe6b2113c8777f2ed278204dd7cc102ea786b7be0361b1463e42ae9e75c26c62a,91,0x490d35d680008f8ddbd9cd01699775f70a19528dec64e68622770c46ac15eb73,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,21,44644,31000000000,44643,1375616,deprecated,17665945,2017-06-28,,,,,,,
3943487,2017-06-28 16:18:34,0xdd87ad9d26e5a9f8f63007c8a5b100c682e7791b1d5fa67b3a81193f926642da,92,0x490d35d680008f8ddbd9cd01699775f70a19528dec64e68622770c46ac15eb73,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,30,44644,31000000000,44643,1731908,deprecated,17665945,2017-06-28,,,,,,,
3943487,2017-06-28 16:18:34,0x1af4cb580f004753492a8f16239b893f0c44244eb14d9fcda9ee3f81454a243e,93,0x490d35d680008f8ddbd9cd01699775f70a19528dec64e68622770c46ac15eb73,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,37,44644,31000000000,44643,1964302,deprecated,17665945,2017-06-28,,,,,,,
3943498,2017-06-28 16:21:47,0x331d715ac0de1ef02b284c56860b573da6879be20b54cf8744b24590b9d1c9de,94,0xe2e147c7bb1ce09f7f7c88c4285ad48a8950ca27cf7ad401b73fd278b420d091,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,12,44644,31000000000,44643,298609,deprecated,17665934,2017-06-28,,,,,,,
3943502,2017-06-28 16:22:22,0x3058bd3a272a9ec8f0730d457d9020104c96d13f7b2dd6fdfdeda4a68c145268,95,0x1ba6f5bd277dda3402df46c7678a096490eb5519dc933b5d5e3504ecc1da299e,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,20,44644,31000000000,44643,527512,deprecated,17665930,2017-06-28,,,,,,,
3943504,2017-06-28 16:23:00,0x09fa71432ea3d9b36b126bf63fe46f059c045b7c351936d19a86d73b4277d3b8,96,0x9f28e65d77e97634e7cd5d34d4d66ad2531ff20bde1275c78e35850e68d87095,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,13,44644,31000000000,44643,392260,deprecated,17665928,2017-06-28,,,,,,,
3943511,2017-06-28 16:26:03,0x914bf7875c6c01f5fbd7a7648d5cc1e90450079af1ad5659dc5f4209a386fdb0,97,0x15cc2e86ca096809985f714b4ba423d555c7c985ac5ef4d38f7b16d84bd113c3,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,112,44644,31000000000,44643,4250920,deprecated,17665921,2017-06-28,,,,,,,
3943513,2017-06-28 16:26:20,0xfa8914e7db43f8bfdde6b2fcdf0cf46db282c2c37938f797a29ae67980cf6d61,98,0x99b1db1746375d308464a434e202169f58faa15825018b2b86e6916d1fc2fed9,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,40,44644,31000000000,44643,895627,deprecated,17665919,2017-06-28,,,,,,,
3943513,2017-06-28 16:26:20,0xf0a69f237a02147d51155d41cbcb94e045ae29e1798138342a386a12460c0ea1,99,0x99b1db1746375d308464a434e202169f58faa15825018b2b86e6916d1fc2fed9,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,89,44644,31000000000,44643,2006270,deprecated,17665919,2017-06-28,,,,,,,
3943513,2017-06-28 16:26:20,0x03d6e4726ca5ff8ac689b2113098531e54fc2162d6b31885dde0222b8ea8382d,100,0x99b1db1746375d308464a434e202169f58faa15825018b2b86e6916d1fc2fed9,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,95,44644,31000000000,44643,2155913,deprecated,17665919,2017-06-28,,,,,,,
3943515,2017-06-28 16:27:10,0xa336b0314c128d1350636b8c2ea6e5f985e1dc8dd70d5f6c5130afda7dec5f1b,55,0x9bbf427dfa4de46d03064988aeb0753d065c03445f06ab647de8cd984809a6b9,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x5f7190b7943858b7bdd24f069241612091c6a986,1e-18,CRYPTOPUNKS,Ͼ,0,22,243419,50000000000,98419,1655386,deprecated,17665917,2017-06-28,,,,,,,
3943546,2017-06-28 16:35:54,0x274a6413c682034b1eff4456ff44539f9df61fcedc443265e427ac7213a1881d,102,0x1df206df9add1a863dd0eec1836fe25e9fb2f798d0ac87d12119d360b6596b41,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,54,44644,31000000000,44643,3332889,deprecated,17665886,2017-06-28,,,,,,,
3943548,2017-06-28 16:36:14,0x7875db4e521b60fc96558ad4fd235b71f9639358eb029d049802df4cd90fbf8b,103,0x1a94204d8b14f1cc707fdf8ead045a770ee96f2c1011ba0f262ad7e0430d526c,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,32,44644,31000000000,44643,2330033,deprecated,17665884,2017-06-28,,,,,,,
3943556,2017-06-28 16:37:27,0x47cb02cacedd79e8e287706f25bb027042c2c7ef4ab0c74634712bc4fb49fd1f,104,0xd5027e3c78e0bcece933ec25674bebf9d3e87ae5f5d2aecb23fefa98c2756477,0xe4d36bb198a38fc1d5aee62164831e86dfcdac88,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1e-18,CRYPTOPUNKS,Ͼ,0,73,44644,31000000000,44643,4370114,deprecated,17665876,2017-06-28,,,,,,,
